name	BEDS Code	Enrollment	District	County
Kenney Middle School	460701040001	441	Hannibal Central School District	OSWEGO
Mexico Elementary School	460901060001	345	Mexico Central School District	OSWEGO
Mexico High School	460901060003	792	Mexico Central School District	OSWEGO
Mexico Middle School	460901060005	694	Mexico Central School District	OSWEGO
New Haven Elementary School	460901060004	248	Mexico Central School District	OSWEGO
Palermo Elementary School	460901060002	252	Mexico Central School District	OSWEGO
Charles E Riley Elementary School	461300010002	513	Oswego City School District	OSWEGO
Fitzhugh Park Elementary School	461300010004	416	Oswego City School District	OSWEGO
Kingsford Park Elementary School	461300010005	402	Oswego City School District	OSWEGO
Leighton Elementary School	461300010003	502	Oswego City School District	OSWEGO
Minetto Elementary School	461300010006	368	Oswego City School District	OSWEGO
Oswego High School	461300010008	1415	Oswego City School District	OSWEGO
Oswego Middle School	461300010007	618	Oswego City School District	OSWEGO
Emerson J Dillon Middle School	462001060004	643	Phoenix Central School District	OSWEGO
John C Birdlebough High School	462001060006	676	Phoenix Central School District	OSWEGO
Michael A Maroun Elementary School	462001060001	816	Phoenix Central School District	OSWEGO
Pulaski Elementary School	461801040003	549	Pulaski Central School District	OSWEGO
Pulaski High School	461801040001	368	Pulaski Central School District	OSWEGO
Pulaski Middle School	461801040004	252	Pulaski Central School District	OSWEGO
Sandy Creek Elementary School	461901040002	402	Sandy Creek Central School District	OSWEGO
Sandy Creek High School	461901040001	322	Sandy Creek Central School District	OSWEGO
Sandy Creek Middle School	461901040003	195	Sandy Creek Central School District	OSWEGO
Altmar-Parish-Williamstown High School	460102040006	542	Altmar-Parish-Williamstown Central School District	OSWEGO
Pulaski Junior-Senior High School	461801040001	668	Pulaski Central School District	OSWEGO
Williamstown Elementary School	460102040004	185	Altmar-Parish-Williamstown Central School District	OSWEGO
Cherry Valley-Springfield Central School	472202040001	274	Cherry Valley-Springfield Central School District	OTSEGO
Cherry Valley-Springfield Elementary School	472202040004	295	Cherry Valley-Springfield Central School District	OTSEGO
Cooperstown Elementary School	471701040001	398	Cooperstown Central School District	OTSEGO
Cooperstown Junior/Senior High School	471701040003	318	Cooperstown Central School District	OTSEGO
Cooperstown Middle School	471701040004	245	Cooperstown Central School District	OTSEGO
Edmeston Central School	470501040001	477	Edmeston Central School District	OTSEGO
Gilbertsville-Mount Upton Elementary School	470202040002	219	Gilbertsville-Mount Upton Central School District	OTSEGO
Gilbertsville-Mount Upton Junior-Senior High School	470202040003	229	Gilbertsville-Mount Upton Central School District	OTSEGO
Laurens Central School	470801040001	347	Laurens Central School District	OTSEGO
Milford Central School	471101040001	433	Milford Central School District	OTSEGO
Morris Central School	471201040001	443	Morris Central School District	OTSEGO
Center Street Elementary School	471400010006	224	Oneonta City School District	OTSEGO
Greater Plains Elementary School	471400010004	283	Oneonta City School District	OTSEGO
Oneonta Middle School	471400010007	296	Oneonta City School District	OTSEGO
Oneonta Senior High School	471400010002	630	Oneonta City School District	OTSEGO
Riverside Elementary School	471400010008	230	Oneonta City School District	OTSEGO
Valleyview Elementary School	471400010003	230	Oneonta City School District	OTSEGO
Otego Elementary School	471601040002	233	Otego-Unadilla Central School District	OTSEGO
Unadilla Elementary School	471601040004	216	Otego-Unadilla Central School District	OTSEGO
Unatego Junior-Senior High School	471601040005	354	Otego-Unadilla Central School District	OTSEGO
Unatego Middle School	471601040006	242	Otego-Unadilla Central School District	OTSEGO
Richfield Springs Central School	472001040001	556	Richfield Springs Central School District	OTSEGO
Schenevus Central School	470901040001	369	Schenevus Central School District	OTSEGO
Worcester School	472506040001	421	Worcester Central School District	OTSEGO
Cooperstown Central High School	471701040003	380	Cooperstown Central School District	OTSEGO
Cherry Valley-Springfield Junior-Senior High School	472202040001	309	Cherry Valley-Springfield Central School District	OTSEGO
Brewster High School	480601060003	1203	Brewster Central School District	PUTNAM
C V Starr Intermediate School	480601060002	497	Brewster Central School District	PUTNAM
Garden Street School	480601060001	388	Brewster Central School District	PUTNAM
Henry H Wells Middle School	480601060005	853	Brewster Central School District	PUTNAM
John F Kennedy Elementary School	480601060004	480	Brewster Central School District	PUTNAM
Carmel High School	480102060005	1567	Carmel Central School District	PUTNAM
George Fischer Middle School	480102060007	1393	Carmel Central School District	PUTNAM
Kent Elementary School	480102060002	535	Carmel Central School District	PUTNAM
Kent Primary School	480102060001	471	Carmel Central School District	PUTNAM
Matthew Paterson Elementary School	480102060003	615	Carmel Central School District	PUTNAM
Garrison School	480404020001	260	Garrison Union Free School District	PUTNAM
Haldane Elementary/Middle School	480401040001	578	Haldane Central School District	PUTNAM
Haldane High School	480401040002	314	Haldane Central School District	PUTNAM
Austin Road Elementary School	480101060002	635	Mahopac Central School District	PUTNAM
Fulmar Road Elementary School	480101060006	572	Mahopac Central School District	PUTNAM
Lakeview Elementary School	480101060005	578	Mahopac Central School District	PUTNAM
Mahopac Falls Elementary School	480101060007	225	Mahopac Central School District	PUTNAM
Mahopac High School	480101060001	1728	Mahopac Central School District	PUTNAM
Mahopac Middle School	480101060004	1211	Mahopac Central School District	PUTNAM
Putnam Valley Elementary School	480503040003	620	Putnam Valley Central School District	PUTNAM
Putnam Valley High School	480503040001	618	Putnam Valley Central School District	PUTNAM
Putnam Valley Middle School	480503040002	581	Putnam Valley Central School District	PUTNAM
Haldane Elementary School	480401040001	390	Haldane Central School District	PUTNAM
Haldane Middle/High School	480401040002	494	Haldane Central School District	PUTNAM
Ark Community Charter School	491700860034	206		RENSSELAER
True North Troy Preparatory Charter School	491700860931	116		RENSSELAER
Algonquin Middle School	491302060006	812	Averill Park Central School District	RENSSELAER
Averill Park High School	491302060002	1130	Averill Park Central School District	RENSSELAER
Poestenkill Elementary School	491302060004	446	Averill Park Central School District	RENSSELAER
Sand Lake-Miller Hill School	491302060001	467	Averill Park Central School District	RENSSELAER
West Sand Lake Elementary School	491302060005	478	Averill Park Central School District	RENSSELAER
Berlin Elementary School	490101040001	398	Berlin Central School District	RENSSELAER
Berlin High School	490101040006	270	Berlin Central School District	RENSSELAER
Berlin Middle School	490101040004	198	Berlin Central School District	RENSSELAER
Tamarac Elementary School	490202040003	562	Brunswick Central School District (Brittonkill)	RENSSELAER
Tamarac Middle School High School	490202040002	764	Brunswick Central School District (Brittonkill)	RENSSELAER
Bell Top School	490301060002	302	East Greenbush Central School District	RENSSELAER
Citizen Edmond Genet School	490301060005	420	East Greenbush Central School District	RENSSELAER
Columbia High School	490301060007	1500	East Greenbush Central School District	RENSSELAER
Donald P Sutherland School	490301060001	317	East Greenbush Central School District	RENSSELAER
Green Meadow School	490301060003	433	East Greenbush Central School District	RENSSELAER
Howard L Goff School	490301060008	986	East Greenbush Central School District	RENSSELAER
Red Mill School	490301060006	385	East Greenbush Central School District	RENSSELAER
Hoosic Valley Elementary School	491401040001	380	Hoosic Valley Central School District	RENSSELAER
Hoosic Valley Middle School	491401040003	391	Hoosic Valley Central School District	RENSSELAER
Hoosic Valley Senior High School	491401040002	390	Hoosic Valley Central School District	RENSSELAER
Hoosick Falls Elementary School	490501060002	614	Hoosick Falls Central School District	RENSSELAER
Hoosick Falls Junior/Senior High School	490501060003	585	Hoosick Falls Central School District	RENSSELAER
Knickerbacker Middle School	490601060002	551	Lansingburgh Central School District	RENSSELAER
Lansingburgh Senior High School	490601060003	804	Lansingburgh Central School District	RENSSELAER
Rensselaer Park Elementary School	490601060009	506	Lansingburgh Central School District	RENSSELAER
Turnpike Elementary School	490601060008	521	Lansingburgh Central School District	RENSSELAER
North Greenbush School	490801080001	19	North Greenbush Common School District (Williams)	RENSSELAER
Rensselaer Junior/Senior High School	491200010007	453	Rensselaer City School District	RENSSELAER
Van Rensselaer Elementary School	491200010006	648	Rensselaer City School District	RENSSELAER
Castleton Elementary School	491501040003	424	Schodack Central School District	RENSSELAER
Maple Hill High School	491501040002	387	Schodack Central School District	RENSSELAER
Maple Hill Middle School	491501040004	233	Schodack Central School District	RENSSELAER
Carroll Hill School	491700010020	289	Troy City School District	RENSSELAER
Ps 12	491700010012	513	Troy City School District	RENSSELAER
Ps 14	491700010014	466	Troy City School District	RENSSELAER
Ps 16	491700010016	301	Troy City School District	RENSSELAER
Ps 18	491700010018	280	Troy City School District	RENSSELAER
Ps 2	491700010002	409	Troy City School District	RENSSELAER
Troy High School	491700010019	1328	Troy City School District	RENSSELAER
W Kenneth Doyle Middle School	491700010021	508	Troy City School District	RENSSELAER
Gardner-Dickinson School	490804020002	325	Wynantskill Union Free School District	RENSSELAER
George Washington School	491302060003	107	Averill Park Central School District	RENSSELAER
Grafton Elementary School	490101040002	87	Berlin Central School District	RENSSELAER
Rensselaer Middle School	491200010008	197	Rensselaer City School District	RENSSELAER
Stephentown Elementary School	490101040003	71	Berlin Central School District	RENSSELAER
Berlin Central Junior-Senior High School	490101040006	515	Berlin Central School District	RENSSELAER
Hoosick Falls High School	490501060003	623	Hoosick Falls Central School District	RENSSELAER
Rensselaer High School	491200010007	338	Rensselaer City School District	RENSSELAER
Bardonia Elementary School	500101060002	404	Clarkstown Central School District	ROCKLAND
Birchwood School	500101060020	99	Clarkstown Central School District	ROCKLAND
Clarkstown North Senior High School	500101060011	1482	Clarkstown Central School District	ROCKLAND
Clarkstown South Senior High School	500101060019	1547	Clarkstown Central School District	ROCKLAND
